HTTP,path,controller,javaMethod,출처,선언파일,line
POST,/arms/jiraProject/moveNode.do,JiraProjectController,moveNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,264
DELETE,/arms/jiraProject/removeNode.do,JiraProjectController,removeNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,191
GET,/arms/jiraProject/searchNode.do,JiraProjectController,searchNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,155
GET,/arms/jiraProject/send-message,JiraProjectController,sendMessage,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,309
PUT,/arms/jiraProject/updateNode.do,JiraProjectController,updateNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,217
PUT,/arms/jiraProject/{defaultTarget}/makeDefault.do,JiraProjectController,클라우드서버_지라프로젝트_항목별_기본값_설정,자체,com/arms/api/jira/jiraproject/controller/JiraProjectController.java,69
POST,/arms/jiraProjectIssueTypePure/addNode.do,JiraProjectIssueTypePureController,addNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,176
PUT,/arms/jiraProjectIssueTypePure/alterNode.do,JiraProjectIssueTypePureController,alterNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,230
PUT,/arms/jiraProjectIssueTypePure/alterNodeType.do,JiraProjectIssueTypePureController,alterNodeType,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,249
GET,/arms/jiraProjectIssueTypePure/analyzeNode.do,JiraProjectIssueTypePureController,analyzeNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,280
GET,/arms/jiraProjectIssueTypePure/getChildNode.do,JiraProjectIssueTypePureController,getChildNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,85
GET,/arms/jiraProjectIssueTypePure/getMonitor.do,JiraProjectIssueTypePureController,getMonitor,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,293
GET,/arms/jiraProjectIssueTypePure/getNode.do,JiraProjectIssueTypePureController,getNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,65
GET,/arms/jiraProjectIssueTypePure/getNodesWithoutRoot.do,JiraProjectIssueTypePureController,getNodesWithoutRoot,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,108
GET,/arms/jiraProjectIssueTypePure/getPaginatedChildNode.do,JiraProjectIssueTypePureController,getPaginatedChildNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,131
POST,/arms/jiraProjectIssueTypePure/moveNode.do,JiraProjectIssueTypePureController,moveNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,264
DELETE,/arms/jiraProjectIssueTypePure/removeNode.do,JiraProjectIssueTypePureController,removeNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,191
GET,/arms/jiraProjectIssueTypePure/searchNode.do,JiraProjectIssueTypePureController,searchNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,155
GET,/arms/jiraProjectIssueTypePure/send-message,JiraProjectIssueTypePureController,sendMessage,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,309
PUT,/arms/jiraProjectIssueTypePure/updateNode.do,JiraProjectIssueTypePureController,updateNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,217
POST,/arms/jiraProjectLog/addNode.do,JiraProjectLogController,addNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,176
PUT,/arms/jiraProjectLog/alterNode.do,JiraProjectLogController,alterNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,230
PUT,/arms/jiraProjectLog/alterNodeType.do,JiraProjectLogController,alterNodeType,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,249
GET,/arms/jiraProjectLog/analyzeNode.do,JiraProjectLogController,analyzeNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,280
GET,/arms/jiraProjectLog/getChildNode.do,JiraProjectLogController,getChildNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,85
GET,/arms/jiraProjectLog/getMonitor.do,JiraProjectLogController,getMonitor,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,293
GET,/arms/jiraProjectLog/getNode.do,JiraProjectLogController,getNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,65
GET,/arms/jiraProjectLog/getNodesWithoutRoot.do,JiraProjectLogController,getNodesWithoutRoot,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,108
GET,/arms/jiraProjectLog/getPaginatedChildNode.do,JiraProjectLogController,getPaginatedChildNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,131
POST,/arms/jiraProjectLog/moveNode.do,JiraProjectLogController,moveNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,264
DELETE,/arms/jiraProjectLog/removeNode.do,JiraProjectLogController,removeNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,191
GET,/arms/jiraProjectLog/searchNode.do,JiraProjectLogController,searchNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,155
GET,/arms/jiraProjectLog/send-message,JiraProjectLogController,sendMessage,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,309
PUT,/arms/jiraProjectLog/updateNode.do,JiraProjectLogController,updateNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,217
POST,/arms/jiraProjectPure/addNode.do,JiraProjectPureController,addNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,176
PUT,/arms/jiraProjectPure/alterNode.do,JiraProjectPureController,alterNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,230
PUT,/arms/jiraProjectPure/alterNodeType.do,JiraProjectPureController,alterNodeType,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,249
GET,/arms/jiraProjectPure/analyzeNode.do,JiraProjectPureController,analyzeNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,280
GET,/arms/jiraProjectPure/getChildNode.do,JiraProjectPureController,getChildNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,85
GET,/arms/jiraProjectPure/getJiraProjects.do,JiraProjectPureController,getJiraProjectPures,자체,com/arms/api/jira/jiraproject_pure/controller/JiraProjectPureController.java,49
GET,/arms/jiraProjectPure/getMonitor.do,JiraProjectPureController,getMonitor,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,293
GET,/arms/jiraProjectPure/getNode.do,JiraProjectPureController,getNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,65
GET,/arms/jiraProjectPure/getNodesWithoutRoot.do,JiraProjectPureController,getNodesWithoutRoot,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,108
GET,/arms/jiraProjectPure/getPaginatedChildNode.do,JiraProjectPureController,getPaginatedChildNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,131
POST,/arms/jiraProjectPure/moveNode.do,JiraProjectPureController,moveNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,264
DELETE,/arms/jiraProjectPure/removeNode.do,JiraProjectPureController,removeNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,191
GET,/arms/jiraProjectPure/searchNode.do,JiraProjectPureController,searchNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,155
GET,/arms/jiraProjectPure/send-message,JiraProjectPureController,sendMessage,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,309
PUT,/arms/jiraProjectPure/updateNode.do,JiraProjectPureController,updateNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,217
POST,/arms/jiraServer/addJiraServerNode.do,JiraServerController,addJiraServerNode,자체,com/arms/api/jira/jiraserver/controller/JiraServerController.java,58
POST,/arms/jiraServer/addNode.do,JiraServerController,addNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,176
PUT,/arms/jiraServer/alterNode.do,JiraServerController,alterNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,230
PUT,/arms/jiraServer/alterNodeType.do,JiraServerController,alterNodeType,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,249
GET,/arms/jiraServer/analyzeNode.do,JiraServerController,analyzeNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,280
GET,/arms/jiraServer/getChildNode.do,JiraServerController,getChildNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,85
GET,/arms/jiraServer/getIssueStatusList,JiraServerController,getIssueStatusList,자체,com/arms/api/jira/jiraserver/controller/JiraServerController.java,161
GET,/arms/jiraServer/getJiraIssuePriority.do,JiraServerController,getJiraIssuePriorityList,자체,com/arms/api/jira/jiraserver/controller/JiraServerController.java,181
GET,/arms/jiraServer/getJiraIssueResolution.do,JiraServerController,getJiraIssueResolutionList,자체,com/arms/api/jira/jiraserver/controller/JiraServerController.java,201
GET,/arms/jiraServer/getJiraIssueType.do,JiraServerController,getJiraIssueTypeList,자체,com/arms/api/jira/jiraserver/controller/JiraServerController.java,141
GET,/arms/jiraServer/getJiraProjectPure.do,JiraServerController,getJiraProjectPure,자체,com/arms/api/jira/jiraserver/controller/JiraServerController.java,121
GET,/arms/jiraServer/getMonitor.do,JiraServerController,getMonitor,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,293
GET,/arms/jiraServer/getNode.do,JiraServerController,getNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,65
GET,/arms/jiraServer/getNodeWithEncryption.do,JiraServerController,getNodeWithEncryption,자체,com/arms/api/jira/jiraserver/controller/JiraServerController.java,83
GET,/arms/jiraServer/getNodesWithoutRoot.do,JiraServerController,getNodesWithoutRoot,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,108
GET,/arms/jiraServer/getPaginatedChildNode.do,JiraServerController,getPaginatedChildNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,131
GET,/arms/jiraServer/getRuleSet.do,JiraServerController,getStatusRuleSet,자체,com/arms/api/jira/jiraserver/controller/JiraServerController.java,283
POST,/arms/jiraServer/moveNode.do,JiraServerController,moveNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,264
POST,/arms/jiraServer/preSetIssueStatusMapping.do,JiraServerController,preSetIssueStatusMapping,자체,com/arms/api/jira/jiraserver/controller/JiraServerController.java,303
PUT,/arms/jiraServer/refresh.do,JiraServerController,refreshALMServer,자체,com/arms/api/jira/jiraserver/controller/JiraServerController.java,260
DELETE,/arms/jiraServer/removeNode.do,JiraServerController,removeNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,191
GET,/arms/jiraServer/searchNode.do,JiraServerController,searchNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,155
GET,/arms/jiraServer/send-message,JiraServerController,sendMessage,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,309
PUT,/arms/jiraServer/updateNode.do,JiraServerController,updateNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,217
PUT,/arms/jiraServer/updateNodeAndEngineServerInfoUpdate.do,JiraServerController,updateArmsAndEngineServerData,자체,com/arms/api/jira/jiraserver/controller/JiraServerController.java,247
PUT,/arms/jiraServer/{defaultTarget}/makeDefault.do,JiraServerController,setDefaultValueForTarget,자체,com/arms/api/jira/jiraserver/controller/JiraServerController.java,221
PUT,/arms/jiraServer/{refreshTarget}/renewNode.do,JiraServerController,refreshALMServerByTarget,자체,com/arms/api/jira/jiraserver/controller/JiraServerController.java,99
POST,/arms/jiraServerLog/addNode.do,JiraServerLogController,addNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,176
PUT,/arms/jiraServerLog/alterNode.do,JiraServerLogController,alterNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,230
PUT,/arms/jiraServerLog/alterNodeType.do,JiraServerLogController,alterNodeType,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,249
GET,/arms/jiraServerLog/analyzeNode.do,JiraServerLogController,analyzeNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,280
GET,/arms/jiraServerLog/getChildNode.do,JiraServerLogController,getChildNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,85
GET,/arms/jiraServerLog/getMonitor.do,JiraServerLogController,getMonitor,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,293
GET,/arms/jiraServerLog/getNode.do,JiraServerLogController,getNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,65
GET,/arms/jiraServerLog/getNodesWithoutRoot.do,JiraServerLogController,getNodesWithoutRoot,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,108
GET,/arms/jiraServerLog/getPaginatedChildNode.do,JiraServerLogController,getPaginatedChildNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,131
POST,/arms/jiraServerLog/moveNode.do,JiraServerLogController,moveNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,264
DELETE,/arms/jiraServerLog/removeNode.do,JiraServerLogController,removeNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,191
GET,/arms/jiraServerLog/searchNode.do,JiraServerLogController,searchNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,155
GET,/arms/jiraServerLog/send-message,JiraServerLogController,sendMessage,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,309
PUT,/arms/jiraServerLog/updateNode.do,JiraServerLogController,updateNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,217
POST,/arms/jiraServerProjectPure/addNode.do,JiraServerProjectPureController,addNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,176
PUT,/arms/jiraServerProjectPure/alterNode.do,JiraServerProjectPureController,alterNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,230
PUT,/arms/jiraServerProjectPure/alterNodeType.do,JiraServerProjectPureController,alterNodeType,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,249
GET,/arms/jiraServerProjectPure/analyzeNode.do,JiraServerProjectPureController,analyzeNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,280
GET,/arms/jiraServerProjectPure/getALMServerProjectPureListWithSoftDelete.do,JiraServerProjectPureController,getALMServerProjectPureListWithSoftDelete,자체,com/arms/api/jira/jiraserver_project_pure/controller/JiraServerProjectPureController.java,68
GET,/arms/jiraServerProjectPure/getChildNode.do,JiraServerProjectPureController,getChildNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,85
GET,/arms/jiraServerProjectPure/getJiraProjectList.do,JiraServerProjectPureController,getJiraProjectList,자체,com/arms/api/jira/jiraserver_project_pure/controller/JiraServerProjectPureController.java,79
GET,/arms/jiraServerProjectPure/getMonitor.do,JiraServerProjectPureController,getMonitor,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,293
GET,/arms/jiraServerProjectPure/getNode.do,JiraServerProjectPureController,getNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,65
GET,/arms/jiraServerProjectPure/getNodeWithoutSoftDelete.do,JiraServerProjectPureController,getNodeWithoutSoftDelete,자체,com/arms/api/jira/jiraserver_project_pure/controller/JiraServerProjectPureController.java,49
GET,/arms/jiraServerProjectPure/getNodesWithoutRoot.do,JiraServerProjectPureController,getNodesWithoutRoot,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,108
GET,/arms/jiraServerProjectPure/getPaginatedChildNode.do,JiraServerProjectPureController,getPaginatedChildNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,131
POST,/arms/jiraServerProjectPure/moveNode.do,JiraServerProjectPureController,moveNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,264
DELETE,/arms/jiraServerProjectPure/removeNode.do,JiraServerProjectPureController,removeNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,191
GET,/arms/jiraServerProjectPure/searchNode.do,JiraServerProjectPureController,searchNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,155
GET,/arms/jiraServerProjectPure/send-message,JiraServerProjectPureController,sendMessage,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,309
PUT,/arms/jiraServerProjectPure/updateNode.do,JiraServerProjectPureController,updateNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,217
POST,/arms/jiraServerPure/addNode.do,JiraServerPureController,addNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,176
PUT,/arms/jiraServerPure/alterNode.do,JiraServerPureController,alterNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,230
PUT,/arms/jiraServerPure/alterNodeType.do,JiraServerPureController,alterNodeType,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,249
GET,/arms/jiraServerPure/analyzeNode.do,JiraServerPureController,analyzeNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,280
GET,/arms/jiraServerPure/getChildNode.do,JiraServerPureController,getChildNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,85
GET,/arms/jiraServerPure/getJiraServerMonitor.do,JiraServerPureController,getJiraServerMonitor,자체,com/arms/api/jira/jiraserver_pure/controller/JiraServerPureController.java,142
GET,/arms/jiraServerPure/getMonitor.do,JiraServerPureController,getMonitor,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,293
GET,/arms/jiraServerPure/getNode.do,JiraServerPureController,getNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,65
GET,/arms/jiraServerPure/getNodeExceptPW.do,JiraServerPureController,getNodeWithoutPW,자체,com/arms/api/jira/jiraserver_pure/controller/JiraServerPureController.java,62
GET,/arms/jiraServerPure/getNodeWithDecryption.do,JiraServerPureController,getNodeWithDecryption,자체,com/arms/api/jira/jiraserver_pure/controller/JiraServerPureController.java,118
GET,/arms/jiraServerPure/getNodesWithoutRoot.do,JiraServerPureController,getNodesWithoutRoot,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,108
GET,/arms/jiraServerPure/getPaginatedChildNode.do,JiraServerPureController,getPaginatedChildNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,131
GET,/arms/jiraServerPure/makeEncryption.do,JiraServerPureController,makeEncryption,자체,com/arms/api/jira/jiraserver_pure/controller/JiraServerPureController.java,165
POST,/arms/jiraServerPure/moveNode.do,JiraServerPureController,moveNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,264
DELETE,/arms/jiraServerPure/removeNode.do,JiraServerPureController,removeNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,191
GET,/arms/jiraServerPure/searchNode.do,JiraServerPureController,searchNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,155
GET,/arms/jiraServerPure/send-message,JiraServerPureController,sendMessage,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,309
GET,/arms/jiraServerPure/serverTypeMap.do,JiraServerPureController,getServerTypeMap,자체,com/arms/api/jira/jiraserver_pure/controller/JiraServerPureController.java,154
PUT,/arms/jiraServerPure/updateNode.do,JiraServerPureController,updateNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,217
POST,/arms/jiraServerPure/verifyAccount.do,JiraServerPureController,verifyALMAccount,자체,com/arms/api/jira/jiraserver_pure/controller/JiraServerPureController.java,79
POST,/arms/jiraServerPure/verifyNewAccount.do,JiraServerPureController,verifyNewALMAccount,자체,com/arms/api/jira/jiraserver_pure/controller/JiraServerPureController.java,94
GET,/kafka/health,KafkaMonitorController,health,자체,com/arms/api/requirement/reqadd/kafka/controller/KafkaMonitorController.java,121
GET,/kafka/lag/reqadd,KafkaMonitorController,getReqAddLag,자체,com/arms/api/requirement/reqadd/kafka/controller/KafkaMonitorController.java,109
GET,/kafka/lag/{topic},KafkaMonitorController,getTopicLag,자체,com/arms/api/requirement/reqadd/kafka/controller/KafkaMonitorController.java,46
GET,/kafka/lag/{topic}/detail,KafkaMonitorController,getDetailedTopicLag,자체,com/arms/api/requirement/reqadd/kafka/controller/KafkaMonitorController.java,68
GET,/kafka/status/{topic},KafkaMonitorController,getConsumerStatus,자체,com/arms/api/requirement/reqadd/kafka/controller/KafkaMonitorController.java,93
GET,/kafka/{topic}/list,KafkaMonitorController,getTopicMessageList,자체,com/arms/api/requirement/reqadd/kafka/controller/KafkaMonitorController.java,131
GET,/arms/mail/fetch-html-test,MailController,fetchHtmlData,자체,com/arms/api/report/mail/controller/MailController.java,44
GET,/arms/mail/save-chart-image,MailController,saveChartImage,자체,com/arms/api/report/mail/controller/MailController.java,75
POST,/arms/mail/send-all-test,MailController,sendAllEmailTest,자체,com/arms/api/report/mail/controller/MailController.java,24
POST,/arms/mail/send-test,MailController,sendTestEmail,자체,com/arms/api/report/mail/controller/MailController.java,34
GET,/arms/mail/send-to-registered-users,MailController,sendEmailsToAllUsers,자체,com/arms/api/report/mail/controller/MailController.java,65
POST,/arms/mail/validate,MailController,validateSmtpConfig,자체,com/arms/api/report/mail/controller/MailController.java,55
GET,/arms/mail/report/top-menu/resource,MailReportController,getTopMenuResource,자체,com/arms/api/report/mail/controller/MailReportController.java,45
GET,/arms/mail/report/top-menu/scope,MailReportController,getTopMenuScope,자체,com/arms/api/report/mail/controller/MailReportController.java,35
GET,/arms/mail/report/top-menu/time,MailReportController,getTopMenuTime,자체,com/arms/api/report/mail/controller/MailReportController.java,25
POST,/anonymous/cover/newsletter/addNewsletter,NewsletterController,addNewsletter,자체,com/arms/api/newsletter/controller/NewsletterController.java,33
POST,/anonymous/cover/newsletter/addNode.do,NewsletterController,addNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,176
PUT,/anonymous/cover/newsletter/alterNode.do,NewsletterController,alterNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,230
PUT,/anonymous/cover/newsletter/alterNodeType.do,NewsletterController,alterNodeType,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,249
GET,/anonymous/cover/newsletter/analyzeNode.do,NewsletterController,analyzeNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,280
GET,/anonymous/cover/newsletter/countNewsletters,NewsletterController,countNewsletters,자체,com/arms/api/newsletter/controller/NewsletterController.java,85
GET,/anonymous/cover/newsletter/getChildNode.do,NewsletterController,getChildNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,85
GET,/anonymous/cover/newsletter/getMonitor.do,NewsletterController,getMonitor,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,293
GET,/anonymous/cover/newsletter/getNewsletter/{newsletterId},NewsletterController,getNewsletter,자체,com/arms/api/newsletter/controller/NewsletterController.java,41
GET,/anonymous/cover/newsletter/getNewsletters,NewsletterController,getNewsletters,자체,com/arms/api/newsletter/controller/NewsletterController.java,63
GET,/anonymous/cover/newsletter/getNode.do,NewsletterController,getNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,65
GET,/anonymous/cover/newsletter/getNodesWithoutRoot.do,NewsletterController,getNodesWithoutRoot,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,108
GET,/anonymous/cover/newsletter/getPaginatedChildNode.do,NewsletterController,getPaginatedChildNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,131
GET,/anonymous/cover/newsletter/getPopularNewsletters,NewsletterController,getPopularNewsletters,자체,com/arms/api/newsletter/controller/NewsletterController.java,74
POST,/anonymous/cover/newsletter/moveNode.do,NewsletterController,moveNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,264
DELETE,/anonymous/cover/newsletter/removeNewsletter/{newsletterId},NewsletterController,removeNewsletter,자체,com/arms/api/newsletter/controller/NewsletterController.java,56
DELETE,/anonymous/cover/newsletter/removeNode.do,NewsletterController,removeNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,191
GET,/anonymous/cover/newsletter/searchNode.do,NewsletterController,searchNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,155
GET,/anonymous/cover/newsletter/send-message,NewsletterController,sendMessage,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,309
PUT,/anonymous/cover/newsletter/updateNewsletter,NewsletterController,updateNewsletter,자체,com/arms/api/newsletter/controller/NewsletterController.java,48
PUT,/anonymous/cover/newsletter/updateNode.do,NewsletterController,updateNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,217
