menuname,page,menusource,area,provider,jsfile,line,httpMethod,apiurl,callPattern,note
Dashboard (detail_total_reqadd),detail_total_reqadd,content-header,arms,일반 호출,arms/js/detail_total_reqadd.js,247,GET,/auth-user/api/arms/reqAdd/T_ARMS_REQADD_{selectedPdService}/getChildNodeWithParent.do,(ajax) via dataTable_extendBuild->dataTable_build(arg1),common.js:1799 dataTable_extendBuild->dataTable_build 경유
Dashboard (detail_total_reqadd),detail_total_reqadd,content-header,arms,일반 호출,arms/js/detail_total_reqadd.js,282,GET,/auth-user/api/arms/reqAdd/T_ARMS_REQADD_{selectedPdService}/getChildNodeWithParent.do?c_id={selectId},(ajax) via dataTable_extendBuild->dataTable_build(arg1),common.js:1799 dataTable_extendBuild->dataTable_build 경유
Dashboard (detail_total_reqadd),detail_total_reqadd,content-header,arms,상속(TreeAbstractController),arms/js/detail_total_reqadd.js,320,GET,/auth-user/api/arms/reqAdd/T_ARMS_REQADD_{selectedPdService}/getNode.do?c_id={selectedJsTreeId},$.ajax,
연결 관리,jiraConnection,네비게이션,arms,일반 호출,arms/js/jiraConnection.js,151,GET,/auth-user/api/arms/pdServicePure/getPdServiceMonitor.do,(ajax) via dataTable_extendBuild->dataTable_build(arg1),common.js:1799 dataTable_extendBuild->dataTable_build 경유
연결 관리,jiraConnection,네비게이션,arms,일반 호출,arms/js/jiraConnection.js,231,GET,/auth-user/api/arms/pdService/getVersionList?c_id={getSelectedText},$.ajax,
연결 관리,jiraConnection,네비게이션,arms,일반 호출,arms/js/jiraConnection.js,391,GET,/auth-user/api/arms/globaltreemap/getConnectInfo/pdService/pdServiceVersion/jiraProject.do,$.ajax,
연결 관리,jiraConnection,네비게이션,arms,일반 호출,arms/js/jiraConnection.js,446,POST,/auth-user/api/arms/globaltreemap/setConnectInfo/pdService/pdServiceVersion/jiraProject.do,$.ajax,
연결 관리,jiraConnection,네비게이션,arms,일반 호출,arms/js/jiraConnection.js,472,POST,/auth-user/api/arms/globaltreemap/setConnectInfo/pdService/pdServiceVersion/jiraProject.do,$.ajax,
연결 관리,jiraConnection,네비게이션,arms,일반 호출,arms/js/jiraConnection.js,507,GET,/auth-user/api/arms/jiraServerProjectPure/getALMServerProjectPureListWithSoftDelete.do,$.ajax,
서버 관리,jiraServer,네비게이션,arms,일반 호출,arms/js/jiraServer.js,121,GET,/auth-user/api/arms/jiraServerProjectPure/getALMServerProjectPureListWithSoftDelete.do,$.ajax,
서버 관리,jiraServer,네비게이션,arms,일반 호출,arms/js/jiraServer.js,224,GET,/auth-user/api/arms/jiraServerPure/getNodeExceptPW.do,$.ajax,
서버 관리,jiraServer,네비게이션,arms,일반 호출,arms/js/jiraServer.js,435,GET,/auth-user/api/arms/jiraServer/getJiraProjectPure.do?c_id={c_id},(ajax) via dataTable_extendBuild->dataTable_build(arg1),common.js:1799 dataTable_extendBuild->dataTable_build 경유
서버 관리,jiraServer,네비게이션,arms,일반 호출,arms/js/jiraServer.js,691,POST,/auth-user/api/arms/jiraServerPure/verifyAccount.do,$.ajax,verifyPopupAccountApiEndpoint — 수정 팝업(:564)
서버 관리,jiraServer,네비게이션,arms,일반 호출,arms/js/jiraServer.js,691,POST,/auth-user/api/arms/jiraServerPure/verifyNewAccount.do,$.ajax,verifyPopupAccountApiEndpoint — 등록 팝업(:550) 및 :683 분기
서버 관리,jiraServer,네비게이션,arms,일반 호출,arms/js/jiraServer.js,776,POST,/auth-user/api/arms/jiraServerPure/verifyAccount.do,$.ajax,verifyTabAccountApiEndpoint — 수정 탭 초기값
서버 관리,jiraServer,네비게이션,arms,일반 호출,arms/js/jiraServer.js,776,POST,/auth-user/api/arms/jiraServerPure/verifyNewAccount.do,$.ajax,verifyTabAccountApiEndpoint — :768 분기
서버 관리,jiraServer,네비게이션,arms,일반 호출,arms/js/jiraServer.js,853,POST,/auth-user/api/arms/jiraServer/addJiraServerNode.do,$.ajax via jira_server_request_create_or_update(arg0),jiraServer.js:880 jira_server_request_create_or_update 경유
서버 관리,jiraServer,네비게이션,arms,일반 호출,arms/js/jiraServer.js,870,PUT,/auth-user/api/arms/jiraServer/updateNodeAndEngineServerInfoUpdate.do,$.ajax via jira_server_request_create_or_update(arg0),jiraServer.js:880 jira_server_request_create_or_update 경유
서버 관리,jiraServer,네비게이션,arms,일반 호출,arms/js/jiraServer.js,946,PUT,/auth-user/api/arms/jiraServer/updateNodeAndEngineServerInfoUpdate.do,$.ajax,
서버 관리,jiraServer,네비게이션,arms,상속(TreeAbstractController),arms/js/jiraServer.js,994,DELETE,/auth-user/api/arms/jiraServer/removeNode.do,$.ajax,
서버 관리,jiraServer,네비게이션,arms,일반 호출,arms/js/jiraServer.js,1232,PUT,/auth-user/api/arms/jiraServer/{refreshTarget}/renewNode.do,$.ajax,refreshTarget = selectedTab 값(almProject·issuePriority·issueStatus·issueType) — 생성 HTML onClick(:1015) 에서 전달
서버 관리,jiraServer,네비게이션,arms,일반 호출,arms/js/jiraServer.js,1263,PUT,/auth-user/api/arms/jiraServer/refresh.do,$.ajax,
서버 관리,jiraServer,네비게이션,arms,일반 호출,arms/js/jiraServer.js,1342,GET,/auth-user/api/arms/jiraProject/getProjectIssueType.do?c_id={project_c_id},(ajax) via dataTable_extendBuild->dataTable_build(arg1),common.js:1799 dataTable_extendBuild->dataTable_build 경유
서버 관리,jiraServer,네비게이션,arms,일반 호출,arms/js/jiraServer.js,1478,GET,/auth-user/api/arms/jiraServer/getJiraIssuePriority.do?c_id={selectServerId},(ajax) via dataTable_extendBuild->dataTable_build(arg1),common.js:1799 dataTable_extendBuild->dataTable_build 경유
서버 관리,jiraServer,네비게이션,arms,일반 호출,arms/js/jiraServer.js,1478,GET,/auth-user/api/arms/jiraServer/getJiraIssueType.do?c_id={selectServerId},(ajax) via dataTable_extendBuild->dataTable_build(arg1),common.js:1799 dataTable_extendBuild->dataTable_build 경유
서버 관리,jiraServer,네비게이션,arms,일반 호출,arms/js/jiraServer.js,1532,PUT,/auth-user/api/arms/jiraProject/{selectedTab}/makeDefault.do,$.ajax,"ajax_url — :1522,1525 분기"
서버 관리,jiraServer,네비게이션,arms,일반 호출,arms/js/jiraServer.js,1532,PUT,/auth-user/api/arms/jiraServer/{selectedTab}/makeDefault.do,$.ajax,ajax_url — :1529 분기
서버 관리,jiraServer,네비게이션,arms,일반 호출,arms/js/jiraServer.js,1799,GET,/auth-user/api/arms/jiraServerProjectPure/getJiraProjectList.do?c_id={alm_server_id},(ajax) via dataTable_extendBuild->dataTable_build(arg1),common.js:1799 dataTable_extendBuild->dataTable_build 경유
Dashboard (kpi),kpi,content-header,arms,일반 호출,arms/js/kpi.js,83,GET,/auth-user/api/arms/pdServicePure/getPdServiceMonitor.do,$.ajax,
Dashboard (kpi),kpi,content-header,arms,일반 호출,arms/js/kpi.js,110,GET,/auth-user/api/arms/pdService/getVersionList?c_id={selected_pdService},$.ajax,
Dashboard (kpi),kpi,content-header,arms,일반 호출,arms/js/kpi.js,180,POST,/auth-user/api/arms/detail-dashboard/T_ARMS_REQADD_{selectedPdServiceId}/project-status,$.ajax,파라미터 → 같은 파일 호출부 인자 대입
Dashboard (kpi),kpi,content-header,arms,일반 호출,arms/js/kpi.js,180,POST,/auth-user/api/arms/detail-dashboard/T_ARMS_REQADD_{selectedPdServiceId}/quality,$.ajax,파라미터 → 같은 파일 호출부 인자 대입
Dashboard (kpi),kpi,content-header,arms,일반 호출,arms/js/kpi.js,180,POST,/auth-user/api/arms/detail-dashboard/T_ARMS_REQADD_{selectedPdServiceId}/requirement-overview,$.ajax,파라미터 → 같은 파일 호출부 인자 대입
Dashboard (kpi),kpi,content-header,arms,일반 호출,arms/js/kpi.js,180,POST,/auth-user/api/arms/detail-dashboard/T_ARMS_REQADD_{selectedPdServiceId}/time-compliance,$.ajax,파라미터 → 같은 파일 호출부 인자 대입
Dashboard (kpi),kpi,content-header,arms,일반 호출,arms/js/kpi.js,180,POST,/auth-user/api/arms/detail-dashboard/contribution,$.ajax,파라미터 → 같은 파일 호출부 인자 대입
Dashboard (kpi),kpi,content-header,arms,일반 호출,arms/js/kpi.js,395,GET,/auth-user/api/arms/report/full-data/assignee-list?pdServiceId={pdServiceId},$.ajax,
Support > MultiAgent,landing_agent,content-header,arms,일반 호출,arms/js/landing_agent.js,138,GET,/auth-anon/ai/chat/status,$.ajax,
Support > MultiAgent,landing_agent,content-header,arms,일반 호출,arms/js/landing_agent.js,243,POST,/auth-anon/ai/multiagent/stream,fetch,
Support > MultiAgent,landing_agent,content-header,arms,일반 호출,arms/js/landing_agent.js,327,GET,/auth-anon/ai/multiagent/stop-stream?sessionId={asCurrentStreamId},fetch,
Support > MultiAgent,landing_agent,content-header,arms,일반 호출,arms/js/landing_agent.js,584,POST,/auth-anon/ai/multiagent/excel/parse?fileName={name},fetch,
Support > MultiAgent,landing_agent,content-header,arms,일반 호출,arms/js/landing_agent.js,776,POST,/auth-anon/ai/multiagent/excel/export,fetch,
Support System > Development Tool (landing_blog),landing_blog,content-header,arms,일반 호출,arms/js/landing_blog.js,107,GET,/auth-anon/api/arms/blog/searchBlogList.do,$.ajax,
Support System > Development Tool (landing_blog),landing_blog,content-header,arms,일반 호출,arms/js/landing_blog.js,266,GET,/auth-anon/api/arms/blog/getPaginatedBlogList.do,$.ajax,
Support System > Development Tool (landing_blog),landing_blog,content-header,arms,일반 호출,arms/js/landing_blog.js,362,GET,/auth-anon/api/arms/blog/latest/getBlogList.do,$.ajax,
Support System > Development Tool (landing_blog),landing_blog,content-header,arms,일반 호출,arms/js/landing_blog.js,584,GET,/auth-anon/api/arms/blog/popular/getBlogList.do,$.ajax,
Support System > Development Tool (landing_blog),landing_blog,content-header,arms,일반 호출,arms/js/landing_blog.js,714,GET,/auth-anon/api/arms/blog/hot/getKeywordList.do,$.ajax,
Support System > Development Tool (landing_blog),landing_blog,content-header,arms,일반 호출,arms/js/landing_blog.js,738,GET,/auth-anon/api/arms/blog/recommended/getBlogList.do,$.ajax,
landing_blogDetail,landing_blogDetail,페이지키,arms,일반 호출,arms/js/landing_blogDetail.js,40,GET,/auth-anon/api/arms/blog/getBlog.do,$.ajax,
landing_blogDetail,landing_blogDetail,페이지키,arms,일반 호출,arms/js/landing_blogDetail.js,235,DELETE,/auth-anon/api/arms/blog/removeBlog.do,$.ajax,
landing_blogDetail,landing_blogDetail,페이지키,arms,일반 호출,arms/js/landing_blogDetail.js,255,GET,/auth-user/me,$.ajax,
landing_blogEditor,landing_blogEditor,페이지키,arms,일반 호출,arms/js/landing_blogEditor.js,49,GET,/auth-anon/api/arms/blog/getBlog.do,$.ajax,
landing_blogEditor,landing_blogEditor,페이지키,arms,일반 호출,arms/js/landing_blogEditor.js,248,PUT|POST,/auth-anon/api/arms/blog/addBlog.do,$.ajax,
landing_blogEditor,landing_blogEditor,페이지키,arms,일반 호출,arms/js/landing_blogEditor.js,248,PUT|POST,/auth-anon/api/arms/blog/updateBlog.do,$.ajax,
목록,landing_board,content-header,arms,일반 호출,arms/js/landing_board.js,304,GET,/auth-anon/search/bbs/board-list/only-post-list,$.ajax,
목록,landing_board,content-header,arms,일반 호출,arms/js/landing_board.js,347,GET,/auth-user/me,$.ajax,
목록,landing_board,content-header,arms,일반 호출,arms/js/landing_board.js,391,GET,/auth-anon/search/bbs/board-list/only-post-list,$.ajax,
목록,landing_board,content-header,arms,일반 호출,arms/js/landing_board.js,450,GET,/auth-anon/search/bbs/board-list/only-post-list,$.ajax,
상세,landing_boardDetail,content-header,arms,일반 호출,arms/js/landing_boardDetail.js,453,GET,/auth-anon/search/bbs/find-path/find-id/{id},$.ajax,
상세,landing_boardDetail,content-header,arms,일반 호출,arms/js/landing_boardDetail.js,500,POST,/auth-anon/search/bbs/verify/captcha,$.ajax,
상세,landing_boardDetail,content-header,arms,일반 호출,arms/js/landing_boardDetail.js,511,POST,/auth-anon/search/bbs/reply-message,$.ajax,
상세,landing_boardDetail,content-header,arms,일반 호출,arms/js/landing_boardDetail.js,588,POST,/auth-anon/search/bbs/check-password,$.ajax,
상세,landing_boardDetail,content-header,arms,일반 호출,arms/js/landing_boardDetail.js,601,DELETE,/auth-anon/search/bbs/delete-id/{targetId},$.ajax,
Support System > Development Tool (landing_poc),landing_poc,content-header,arms,일반 호출,arms/js/landing_poc.js,75,POST,/auth-anon/api/arms/poc/addPoc.do,$.ajax,
Support System > Development Tool (landing_poc),landing_poc,content-header,arms,일반 호출,arms/js/landing_poc.js,168,GET,/auth-user/me,$.ajax,
PoC Admin (landing_pocAdmin),landing_pocAdmin,content-header,arms,일반 호출,arms/js/landing_pocAdmin.js,86,GET,/auth-anon/api/arms/poc/getPocList.do,$.ajax,
PoC Admin (landing_pocAdmin),landing_pocAdmin,content-header,arms,일반 호출,arms/js/landing_pocAdmin.js,225,GET,/auth-anon/api/arms/poc/getPocList.do,$.ajax,
PoC Admin (landing_pocAdmin),landing_pocAdmin,content-header,arms,일반 호출,arms/js/landing_pocAdmin.js,245,GET,/auth-user/me,$.ajax,
PoC Admin (landing_pocAdminDetail),landing_pocAdminDetail,content-header,arms,일반 호출,arms/js/landing_pocAdminDetail.js,56,GET,/auth-anon/api/arms/poc/getPoc.do/{id},$.ajax,
PoC Admin (landing_pocAdminDetail),landing_pocAdminDetail,content-header,arms,일반 호출,arms/js/landing_pocAdminDetail.js,160,PUT,/auth-anon/api/arms/poc/updatePoc.do,$.ajax,
PoC Admin (landing_pocAdminDetail),landing_pocAdminDetail,content-header,arms,일반 호출,arms/js/landing_pocAdminDetail.js,187,DELETE,/auth-anon/api/arms/poc/removePoc.do/{pocId},$.ajax,
PoC Admin (landing_pocAdminDetail),landing_pocAdminDetail,content-header,arms,일반 호출,arms/js/landing_pocAdminDetail.js,200,GET,/auth-user/me,$.ajax,
PoC Admin (landing_pocAdminDetail),landing_pocAdminDetail,content-header,arms,일반 호출,arms/js/landing_pocAdminDetail.js,236,GET,/auth-user/search-user/{term},select2(ajax),
작성,landing_question,content-header,arms,일반 호출,arms/js/landing_question.js,53,GET,/auth-user/me,$.ajax,
작성,landing_question,content-header,arms,일반 호출,arms/js/landing_question.js,90,POST,/auth-anon/search/bbs/post-message,$.ajax,
작성,landing_question,content-header,arms,일반 호출,arms/js/landing_question.js,102,PUT,/auth-anon/search/bbs/update-id/{id},$.ajax,
작성,landing_question,content-header,arms,일반 호출,arms/js/landing_question.js,114,POST,/auth-anon/search/bbs/verify/captcha,$.ajax,
작성,landing_question,content-header,arms,일반 호출,arms/js/landing_question.js,151,GET,/auth-anon/search/bbs/find-path/find-id/{id},$.ajax,
메일 서버,mailServer,네비게이션,arms,상속(TreeAbstractController),arms/js/mailServer.js,159,GET,/auth-user/api/arms/report/mail-sender/getNodesWithoutRoot.do,$.ajax,
메일 서버,mailServer,네비게이션,arms,일반 호출,arms/js/mailServer.js,243,POST,/auth-user/api/arms/mail/validate,$.ajax,
메일 서버,mailServer,네비게이션,arms,상속(TreeAbstractController),arms/js/mailServer.js,321,POST,/auth-user/api/arms/report/mail-sender/addNode.do,$.ajax,
메일 서버,mailServer,네비게이션,arms,상속(TreeAbstractController),arms/js/mailServer.js,354,DELETE,/auth-user/api/arms/report/mail-sender/removeNode.do,$.ajax,
메일 서버,mailServer,네비게이션,arms,상속(TreeAbstractController),arms/js/mailServer.js,414,PUT,/auth-user/api/arms/report/mail-sender/updateNode.do,$.ajax,
메일 서버,mailServer,네비게이션,arms,일반 호출,arms/js/mailServer.js,438,GET,/auth-user/api/arms/mail/send-to-registered-users,$.ajax,
메일 서버,mailServer,네비게이션,arms,상속(TreeAbstractController),arms/js/mailServer.js,557,POST,/auth-user/api/arms/report/mail-receiver/addNode.do,$.ajax,
메일 서버,mailServer,네비게이션,arms,상속(TreeAbstractController),arms/js/mailServer.js,649,GET,/auth-user/api/arms/report/mail-receiver/getNodesWithoutRoot.do,(ajax) via dataTable_extendBuild->dataTable_build(arg1),common.js:1799 dataTable_extendBuild->dataTable_build 경유
메일 서버,mailServer,네비게이션,arms,상속(TreeAbstractController),arms/js/mailServer.js,717,PUT,/auth-user/api/arms/report/mail-receiver/updateNode.do,$.ajax,
메일 서버,mailServer,네비게이션,arms,상속(TreeAbstractController),arms/js/mailServer.js,745,DELETE,/auth-user/api/arms/report/mail-receiver/removeNode.do,$.ajax,
메일 서버,mailServer,네비게이션,arms,일반 호출,arms/js/mailServer.js,767,POST,/auth-user/api/arms/mail/send-test,$.ajax,
상태 관리,mapping,네비게이션,arms,상속(TreeAbstractController),arms/js/mapping.js,82,GET,/auth-user/api/arms/jiraServerPure/getNodesWithoutRoot.do,$.ajax,
상태 관리,mapping,네비게이션,arms,상속(TreeAbstractController),arms/js/mapping.js,390,GET,/auth-user/api/arms/reqState/getNodesWithoutRoot.do,$.ajax,
상태 관리,mapping,네비게이션,arms,일반 호출,arms/js/mapping.js,410,GET,/auth-user/api/arms/jiraServer/getIssueStatusList?c_id={almServerId},$.ajax,
상태 관리,mapping,네비게이션,arms,일반 호출,arms/js/mapping.js,433,GET,/auth-user/api/arms/jiraIssueType/getIssueStatusList?c_id={issueTypeId},$.ajax,
상태 관리,mapping,네비게이션,arms,일반 호출,arms/js/mapping.js,482,GET,/auth-user/api/arms/jiraServerProjectPure/getJiraProjectList.do?c_id={selected_alm_server_id},jstree(json_data.ajax),
상태 관리,mapping,네비게이션,arms,상속(TreeAbstractController),arms/js/mapping.js,688,GET,/auth-user/api/arms/reqState/getNode.do?c_id={state_id},$.ajax,
상태 관리,mapping,네비게이션,arms,일반 호출,arms/js/mapping.js,795,POST,/auth-user/api/arms/reqState/addStateNode.do,$.ajax,
상태 관리,mapping,네비게이션,arms,상속(TreeAbstractController),arms/js/mapping.js,911,PUT,/auth-user/api/arms/reqState/updateNode.do,$.ajax,
상태 관리,mapping,네비게이션,arms,일반 호출,arms/js/mapping.js,936,DELETE,/auth-user/api/arms/reqState/removeNodeAndChangeState.do,$.ajax,
상태 관리,mapping,네비게이션,arms,상속(TreeAbstractController),arms/js/mapping.js,962,PUT,/auth-user/api/arms/jiraIssueStatus/updateNode.do,$.ajax,
상태 관리,mapping,네비게이션,arms,일반 호출,arms/js/mapping.js,996,POST,/auth-user/api/arms/jiraServer/preSetIssueStatusMapping.do,$.ajax,
제품 관리,pdService,네비게이션,arms,일반 호출,arms/js/pdService.js,395,GET,/auth-user/search-user/{term},select2(ajax),
제품 관리,pdService,네비게이션,arms,일반 호출,arms/js/pdService.js,482,GET,/auth-user/api/arms/pdServiceDetail/uploadFileToNode.do,fileupload(url),
제품 관리,pdService,네비게이션,arms,일반 호출,arms/js/pdService.js,548,GET,/auth-user/api/arms/pdServicePure/getPdServiceMonitor.do,(ajax) via dataTable_extendBuild->dataTable_build(arg1),common.js:1799 dataTable_extendBuild->dataTable_build 경유
제품 관리,pdService,네비게이션,arms,일반 호출,arms/js/pdService.js,593,GET,/auth-user/api/arms/pdServiceDetail/getNodes.do/{selectId},$.ajax,
제품 관리,pdService,네비게이션,arms,상속(TreeAbstractController),arms/js/pdService.js,697,GET,/auth-user/api/arms/pdServiceDetail/getNode.do,$.ajax,
제품 관리,pdService,네비게이션,arms,일반 호출,arms/js/pdService.js,792,GET,/auth-user/api/arms/pdServicePure/getPdServiceWithDetail.do,$.ajax,
제품 관리,pdService,네비게이션,arms,일반 호출,arms/js/pdService.js,946,POST,/auth-user/api/arms/pdServiceDetail/addNode.do/{selectId},$.ajax,
제품 관리,pdService,네비게이션,arms,일반 호출,arms/js/pdService.js,995,POST,/auth-user/api/arms/pdService/addPdServiceNode.do,$.ajax,
제품 관리,pdService,네비게이션,arms,일반 호출,arms/js/pdService.js,1050,POST,/auth-user/api/arms/pdService/removeAll.do/{selectId},$.ajax,
제품 관리,pdService,네비게이션,arms,일반 호출,arms/js/pdService.js,1085,POST,/auth-user/api/arms/pdServiceDetail/deleteNode.do/{selectedDetailId},$.ajax,
제품 관리,pdService,네비게이션,arms,상속(TreeAbstractController),arms/js/pdService.js,1141,PUT,/auth-user/api/arms/pdServiceDetail/updateNode.do,$.ajax,
제품 관리,pdService,네비게이션,arms,상속(TreeAbstractController),arms/js/pdService.js,1196,PUT,/auth-user/api/arms/pdServiceDetail/updateNode.do,$.ajax,
제품 관리,pdService,네비게이션,arms,상속(TreeAbstractController),arms/js/pdService.js,1253,PUT,/auth-user/api/arms/pdService/updateNode.do,$.ajax,
제품 관리,pdService,네비게이션,arms,일반 호출,arms/js/pdService.js,1350,GET,/auth-user/api/arms/pdServiceDetail/getFilesByNode.do,$.ajax,
버전 관리,pdServiceVersion,네비게이션,arms,일반 호출,arms/js/pdServiceVersion.js,193,GET,/auth-user/api/arms/pdServicePure/getPdServiceMonitor.do,(ajax) via dataTable_extendBuild->dataTable_build(arg1),common.js:1799 dataTable_extendBuild->dataTable_build 경유
버전 관리,pdServiceVersion,네비게이션,arms,일반 호출,arms/js/pdServiceVersion.js,296,DELETE,/auth-user/api/arms/pdService/removeVersion.do,$.ajax,
버전 관리,pdServiceVersion,네비게이션,arms,일반 호출,arms/js/pdServiceVersion.js,335,PUT,/auth-user/api/arms/pdService/updateVersionToNode.do?pdservice_link={selectPdServiceId},$.ajax,
버전 관리,pdServiceVersion,네비게이션,arms,일반 호출,arms/js/pdServiceVersion.js,377,POST,/auth-user/api/arms/pdService/addVersionToNode.do,$.ajax,
버전 관리,pdServiceVersion,네비게이션,arms,상속(TreeAbstractController),arms/js/pdServiceVersion.js,403,PUT,/auth-user/api/arms/pdServiceVersion/updateNode.do,$.ajax,
버전 관리,pdServiceVersion,네비게이션,arms,일반 호출,arms/js/pdServiceVersion.js,490,GET,/auth-user/api/arms/pdService/versions-with-date?c_id={getSelectedText},$.ajax,
버전 관리,pdServiceVersion,네비게이션,arms,상속(TreeAbstractController),arms/js/pdServiceVersion.js,622,GET,/auth-user/api/arms/pdServiceVersion/getNode.do,$.ajax,
요구사항 등록,pocReqRegister,네비게이션,arms,일반 호출,arms/js/pocReqRegister.js,73,GET,/auth-user/api/arms/poc/req-register,$.ajax,
요구사항 등록,pocReqRegister,네비게이션,arms,일반 호출,arms/js/pocReqRegister.js,200,GET,/auth-user/api/arms/pdServicePure/getPdServiceMonitor.do,(ajax) via dataTable_extendBuild->dataTable_build(arg1),common.js:1799 dataTable_extendBuild->dataTable_build 경유
요구사항 등록,pocReqRegister,네비게이션,arms,일반 호출,arms/js/pocReqRegister.js,274,GET,/auth-user/api/arms/pdService/getVersionList?c_id={pdServiceId},$.ajax,
요구사항 등록,pocReqRegister,네비게이션,arms,일반 호출,arms/js/pocReqRegister.js,332,GET,/auth-user/api/arms/poc/req-register/alm-list,$.ajax,
요구사항 등록,pocReqRegister,네비게이션,arms,일반 호출,arms/js/pocReqRegister.js,682,POST,/auth-user/api/arms/poc/req-register,$.ajax,
요구사항 등록,pocReqRegister,네비게이션,arms,일반 호출,arms/js/pocReqRegister.js,852,GET,/auth-user/api/arms/poc/req-register,$.ajax,
요구사항 등록,pocReqRegister,네비게이션,arms,일반 호출,arms/js/pocReqRegister.js,903,GET,/auth-user/api/arms/poc/req-register/issue-list,$.ajax,
요구사항 등록,pocReqRegister,네비게이션,arms,일반 호출,arms/js/pocReqRegister.js,973,GET,/auth-user/api/arms/poc/req-register/issue-list,$.ajax,
KPI > Personal Performance Indicators,reportKPI,content-header,arms,일반 호출,arms/js/reportKPI.js,100,GET,/auth-user/api/arms/pdServicePure/getPdServiceMonitor.do,$.ajax,
KPI > Personal Performance Indicators,reportKPI,content-header,arms,일반 호출,arms/js/reportKPI.js,169,GET,/auth-user/api/arms/pdService/getVersionList?c_id={selectedPdServiceId},$.ajax,
KPI > Personal Performance Indicators,reportKPI,content-header,arms,일반 호출,arms/js/reportKPI.js,293,GET,/auth-user/api/arms/report/full-data/assignee-list,$.ajax,
KPI > Personal Performance Indicators,reportKPI,content-header,arms,일반 호출,arms/js/reportKPI.js,399,POST,/auth-user/api/arms/engine-fire/insight/schedule-compliance,$.ajax,
KPI > Personal Performance Indicators,reportKPI,content-header,arms,일반 호출,arms/js/reportKPI.js,594,GET,/arms/js/data/kpiMockData.json,$.ajax,
Project Track Report,reportPTR,네비게이션,arms,일반 호출,arms/js/reportPTR.js,189,GET,/auth-user/api/arms/pdServicePure/getPdServiceMonitor.do,$.ajax,
Project Track Report,reportPTR,네비게이션,arms,일반 호출,arms/js/reportPTR.js,316,GET,/auth-user/api/arms/pdService/versions-with-date?c_id={selected_pdService},$.ajax,
Project Track Report,reportPTR,네비게이션,arms,일반 호출,arms/js/reportPTR.js,373,POST,/auth-user/api/arms/report/portfolio-track-record/version-progress-card,$.ajax,
Project Track Report,reportPTR,네비게이션,arms,일반 호출,arms/js/reportPTR.js,480,GET,/auth-user/api/arms/report/portfolio-track-record/T_ARMS_REQADD_{selectId}/project-progress,$.ajax,
Project Track Report,reportPTR,네비게이션,arms,일반 호출,arms/js/reportPTR.js,617,GET,/auth-user/api/arms/reqAddStatePure/T_ARMS_REQADD_{pdServiceId}/weeklyReportReqStatus,$.ajax,
Project Track Report,reportPTR,네비게이션,arms,일반 호출,arms/js/reportPTR.js,1072,POST,/auth-user/api/arms/report/portfolio-track-record/weekly-version-table,$.ajax,
Project Track Report,reportPTR,네비게이션,arms,일반 호출,arms/js/reportPTR.js,1558,POST,/auth-user/api/arms/report/portfolio-track-record/version-progress-card/detail,$.ajax,
Performance Report,reportPerformance,네비게이션,arms,일반 호출,arms/js/reportPerformance.js,131,GET,/auth-user/api/arms/pdServicePure/getPdServiceMonitor.do,$.ajax,
Performance Report,reportPerformance,네비게이션,arms,일반 호출,arms/js/reportPerformance.js,224,GET,/auth-user/api/arms/pdService/versions-with-date?c_id={selected_pdService},$.ajax,
Performance Report,reportPerformance,네비게이션,arms,일반 호출,arms/js/reportPerformance.js,681,POST,/auth-user/api/arms/userGroup/group,$.ajax,
Performance Report,reportPerformance,네비게이션,arms,상속(TreeAbstractController),arms/js/reportPerformance.js,713,PUT,/auth-user/api/arms/userGroup/updateNode.do,$.ajax,
Performance Report,reportPerformance,네비게이션,arms,일반 호출,arms/js/reportPerformance.js,740,PUT,/auth-user/api/arms/userGroup/softDelete/{currentGroupId},$.ajax,
Performance Report,reportPerformance,네비게이션,arms,일반 호출,arms/js/reportPerformance.js,769,GET,/auth-user/api/arms/userGroup/list-by-product/{productServiceId},$.ajax,
Performance Report,reportPerformance,네비게이션,arms,일반 호출,arms/js/reportPerformance.js,822,GET,/auth-user/api/arms/userGroup/list-by-product/{selectedPdServiceId},(ajax) via dataTable_extendBuild->dataTable_build(arg1),common.js:1799 dataTable_extendBuild->dataTable_build 경유
Performance Report,reportPerformance,네비게이션,arms,일반 호출,arms/js/reportPerformance.js,922,GET,/auth-user/api/arms/report/full-data/assignee-list?pdServiceId={selectedPdServiceId},$.ajax,
Performance Report,reportPerformance,네비게이션,arms,상속(TreeAbstractController),arms/js/reportPerformance.js,937,GET,/auth-user/api/arms/userGroup/getChildNode.do?c_id={groupId},$.ajax,
Performance Report,reportPerformance,네비게이션,arms,일반 호출,arms/js/reportPerformance.js,1066,POST,/auth-user/api/arms/userGroup/members,$.ajax,
Req Trace Manage,reportRTM,네비게이션,arms,일반 호출,arms/js/reportRTM.js,173,GET,/auth-user/api/arms/pdServicePure/getPdServiceMonitor.do,$.ajax,
Req Trace Manage,reportRTM,네비게이션,arms,일반 호출,arms/js/reportRTM.js,244,GET,/auth-user/api/arms/pdService/getVersionList?c_id={selectedPdServiceId},$.ajax,
Req Trace Manage,reportRTM,네비게이션,arms,일반 호출,arms/js/reportRTM.js,296,GET,/auth-user/api/arms/report/reqTrace/T_ARMS_REQADD_{selectedPdServiceId}/getReqTraceList.do,$.ajax,
